,Place_Id,Place_Name,Description,Category,City,Price,Rating,Coordinate,Lat,Long,Tags,Clean_Description
262,263,Curug Batu Templek,"Curug Batu Templek Bandung adalah sebuah wisata alam air terjun yang terletak di Kota Bandung Timur. Dari sekian banyak wisata alam air terjun di Bandung, Curug Batu Templek tak kalah menarik karena pemandangan di sekitarnya dipenuhi dengan terbing yang berbatu cadas. Sejarah Curug Batu Templek sangat sederhana, hanya karena di tempat ini dahulunya terdapat penambangan batu yang terdapat sebuah aliran air terjun dan diketahui aliran tersebut berasal dari sungai yang ada di atas tebing sehingga dinamakan Curug Batu Templek.",Cagar Alam,Bandung,5000,4.1,"{'lat': -6.874363300000001, 'lng': 107.6844023}",-687.436,1.076.844,"['templek', 'batu', 'curug']",curug batu templek bandung buah wisata alam air terjun letak kota bandung timur sekian banyak wisata alam air terjun bandung curug batu templek tak kalah tarik pandang penuh terbing batu cadas sejarah curug batu templek sangat sederhana tempat tambang batu buah alir air terjun tahu alir sebut asal sungai atas tebing nama curug batu templek
263,264,Gereja Katedral Santo Petrus Bandung,"Gereja Katedral Bandung, atau Katedral Santo Petrus, adalah sebuah gereja yang terletak di Jalan Merdeka, Babakanciamis, Sumurbandung, Bandung, Indonesia. Bangunan ini dirancang oleh Charles Prosper Wolff Schoemaker dan bergaya arsitektur neo-Gothic akhir. Dilihat dari atas, bentuknya menyerupai salib yang simetris. Katedral Santo Petrus mempunyai luas tanah sebesar 2.385 mÂ² dan luas bangunan sebesar 785 mÂ². Gerejanya sendiri diberi nama St. Franciscus Regis pada tanggal 16 Juni 1895. Setelah Bandung memperoleh status gemeente (setingkat kotamadya) pada 1906, diputuskan untuk membangun bangunan gereja baru. Pembangunan bangunan yang baru dilaksanakan sepanjang tahun 1921. Katedral ini lalu diberkati pada 19 Februari 1922 oleh Mgr. Edmundus Luypen, S.J.",Tempat Ibadah,Bandung,0,4.8,"{'lat': -6.9148394, 'lng': 107.6105511}",-691.484,1.076.106,"['katedral', 'gereja', 'bangun']",gereja katedral bandung katedral santo petrus buah gereja letak jalan merdeka babakanciamis sumurbandung bandung indonesia bangun rancang charles prosper wolff schoemaker gaya arsitektur neogothic akhir lihat atas bentuk rupa salib simetris katedral santo petrus punya luas tanah besar 2385 m luas bangun besar 785 m gereja sendiri beri nama st franciscus regis tanggal 16 juni 1895 bandung status gemeente tingkat kotamadya 1906 putus bangun bangun gereja baru bangun bangun baru laksana panjang tahun 1921 katedral lalu kati 19 februari 1922 mgr edmundus luypen sj
264,265,Museum Mandala Wangsit Siliwangi,"Museum Wangsit Mandala Siliwangi adalah museum militer yang berada di Kota Bandung, Jawa Barat. Siliwangi merupakan nama komando daerah militer TNI-AD di Jawa Barat dan Banten yang namanya diambil dari raja dari Kerajaan Sunda yang beribu kota di Pakuan Pajajaran yang kekuasaanya konon tak terbatas, juga arif dan bijaksana serta wibawa dalam menjalankan roda pemerintahan. Sedangkan arti Mandala Wangsit merupakan sebuah tempat untuk menyimpan amanat, petuah atau nasihat dari pejuang masa lalu kepada generasi penerus melalu benda-benda yang ditinggalkannya. Museum ini diresmikan oleh panglima divisi Siliwangi Kolonel Ibrahim Adjie pada tanggal 23 Mei 1966. Museum ini berlokasi di Jalan Lembong, kecamatan Sumurbandung. Jalan ini diambil dari nama Letkol Lembong, salah satu prajurit Siliwangi yang menjadi korban dalam Peristiwa Kudeta Angkatan Perang Ratu Adil. Sebelumnya jalan itu bernama Oude Hospitaalweg.",Budaya,Bandung,0,4.4,"{'lat': -6.9173405, 'lng': 107.6112627}",-691.734,1.076.113,"['siliwangi', 'wangsit', 'lembong']",museum wangsit mandala siliwangi museum militer kota bandung jawa barat siliwangi rupa nama komando daerah militer tniad jawa barat banten nama ambil raja raja sunda ibu kota paku pajajaran kekuasaanya konon tak batas arif bijaksana wibawa jalan roda perintah sedang arti mandala wangsit rupa buah tempat simpan amanat petuah nasihat juang masa lalu generasi terus lalu bendabenda tinggal museum resmi panglima divisi siliwangi kolonel ibrahim adjie tanggal 23 mei 1966 museum lokasi jalan lembong camat sumurbandung jalan ambil nama letkol lembong salah satu prajurit siliwangi jadi korban peristiwa kudeta angkat perang ratu adil jalan nama oude hospitaalweg
265,266,Caringin Tilu,"Bandung tidak pernah kehilangan pesonanya, wisata alamnya selalu membius wisatawan untuk berkunjung. Caringin Tilu salah satunya, wisata dengan pemandangan alam yang indah. Pemandangan Kota Bandung yang terhampar 180 derajat. Tempat favorit wisatawan di kawasan wisata ini adalah Bukit Moko. Dimana di sana tersedia banyak kafe dan tempat makan yang siap menemani libur santai wisatawan. Siang hari, pemandangan alam indah disuguhkan, dan malam hari saatnya digantikan pemandangan lampu kota.",Cagar Alam,Bandung,0,4.4,"{'lat': -6.858046399999999, 'lng': 107.6647084}",-685.805,1.076.647,"['pandang', 'wisatawan', 'alam']",bandung pernah hilang pesona wisata alam selalu bius wisatawan kunjung caringin tilu salah satu wisata pandang alam indah pandang kota bandung hampar 180 derajat tempat favorit wisatawan kawasan wisata bukit moko mana sana sedia banyak kafe tempat makan siap tani libur santai wisatawan siang hari pandang alam indah suguh malam hari ganti pandang lampu kota
266,267,Panama Park 825,"Panama Park Bandung menjadi salah satu tempat bermain di Bandung, Jawa Barat. Wahana rekreasi yang disebut-sebut terbesar di Bandung ini dibuka sejak Mei 2019 lalu. Ada beberapa permainan yang ditawarkan di arena ini, misalnya playground hingga snow park yang berisi salju. Pengguna pun bisa merasakan sensasi salju sebenarnya.",Taman Hiburan,Bandung,50000,4.4,"{'lat': -6.9119768, 'lng': 107.569674}",-691.198,1.075.697,"['salju', 'park', 'bandung']",panama park bandung jadi salah satu tempat main bandung jawa barat wahana rekreasi disebutsebut besar bandung buka sejak mei 2019 lalu beberapa main tawar arena misal playground hingga snow park isi salju rasa sensasi salju benar
267,268,Sudut Pandang Bandung,"Sudut Pandang Cafe Bandung merupakan sebuah destinasi wisata baru di kawasan Pluncut. Sudut Pandang Cafe Bandung ini sendiri tepatnya berada di kawasan Sarae Hills di Jalan Pagermaneuh, RT 05/RW 07, Pagerwangi, Lembang, Kabupaten Bandung Barat, Jawa Barat. Sebagai informasi, Sarae Hills merupakan kawasan wisata di Punclut yang memadukan wisata alam, wisata kuliner, wisata selfie dan kegiatan outbound. Di kawasan ini, kamu bisa berlibur bersama teman atau keluarga sambil menikmati pemandangan alam serta Bandung city view. Sebelumnya Sarae Hills telah bekerja sama dengan beberapa tempat wisata yakni Tafso Barn, Lereng Anteng, De BlankON, Dago Bakery, Cakrawala Sparkling Nature, dan Dâ€™Dieuland. Nah, mulai tanggal 5 September kemarin, Sarae Hills dihiasi dengan sebuah cafe yang tak lain adalah Sudut Pandang Cafe Bandung.",Taman Hiburan,Bandung,50000,4.6,"{'lat': -6.842363799999999, 'lng': 107.6232403}",-684.236,1.076.232,"['hills', 'sarae', 'cafe']",sudut pandang cafe bandung rupa buah destinasi wisata baru kawasan pluncut sudut pandang cafe bandung sendiri tepat kawasan sarae hills jalan pagermaneuh rt 05rw 07 pagerwangi lembang kabupaten bandung barat jawa barat bagai informasi sarae hills rupa kawasan wisata punclut madu wisata alam wisata kuliner wisata selfie giat outbound kawasan kamu libur sama teman keluarga nikmat pandang alam bandung city view sarae hills kerja sama beberapa tempat wisata tafso barn lereng anteng de blankon dago bakery cakrawala sparkling nature d dieuland nah mulai tanggal 5 september kemarin sarae hills hias buah cafe tak sudut pandang cafe bandung
268,269,Bumi Perkemahan Batu Kuda,"Bumi Perkemahan Batu Kuda ini terletak di Desa Cibiru Wetan, Kecamatan Cileunyi, Kabupaten Bandung, tepatnya berada di kaki gunung Manglayang. Area Batu Kuda sendiri cukup terkenal di kalangan masyarakat sekitar. Selain karena merupakan titik pertama bagi para pendaki yang hendak melanjutkan perjalanan ke puncak gunung Manglayang, konon pada zaman dahulu, seorang prabu dari sebuah kerajaan di Jawa Barat yang bernama Prabu Layang Kusuma sedang menunggangi kuda nya yang bisa terbang di sekitar gunung Manglayang. Dan secara tiba â€“ tiba kuda yang ditunggangi sang Prabu terjerembab ke dalam kubangan. Sekuat apapun usaha kuda tersebut untuk keluar dari kubangan tersebut tidak membuahkan hasil. Hingga lambat laun kuda milik sang Prabu yang terjerembab tersebut berubah menjadi batu. Maka batu tersebut disebut lah dengan istilah Batu Kuda. Selain itu, sang Prabu sendiri memilih untuk bertapa di dekat Batu Kuda, dan kini tempat sang Prabu bertapa dikenal dengan nama Batu Kursi. Area perkemahan Batu Kuda yang terbilang cukup luas, membuat anda tidak perlu khawatir kehabisan titik berkemah. Tak hanya itu, anda bisa melihat pohon â€“ pohon pinus yang menjulang sejauh mata memandang. Selain digunakan untuk tempat berkemah para pendaki, anda pun bisa mengajak keluarga anda saat liburan. Karena area ini terbuka untuk anda sekeluarga yang sekedar ingin berjalan â€“ jalan menikmati hutan pinus, ataupun menghabiskan malam dengan tidur di hotel bertabur bintang.",Cagar Alam,Bandung,7500,4.5,"{'lat': -6.893217299999999, 'lng': 107.7448856}",-689.322,1.077.449,"['kuda', 'prabu', 'batu']",bumi kemah batu kuda letak desa cibiru wetan camat cileunyi kabupaten bandung tepat kaki gunung manglayang area batu kuda sendiri cukup kenal kalang masyarakat rupa titik pertama daki hendak lanjut jalan puncak gunung manglayang konon zaman orang prabu buah raja jawa barat nama prabu layang kusuma sedang tunggang kuda nya terbang gunung manglayang cara tiba tiba kuda tunggang sang prabu terjerembab kubang kuat apa usaha kuda sebut keluar kubang sebut buah hasil hingga lambat laun kuda milik sang prabu terjerembab sebut ubah jadi batu batu sebut sebut lah istilah batu kuda sang prabu sendiri pilih tapa dekat batu kuda kini tempat sang prabu tapa kenal nama batu kursi area kemah batu kuda bilang cukup luas buat perlu khawatir habis titik kemah tak lihat pohon pohon pinus julang jauh mata pandang tempat kemah daki ajak keluarga libur area buka keluarga dar jalan jalan nikmat hutan pinus habis malam tidur hotel tabur bintang
269,270,Bukit Bintang,"Bukit Bintang (Melayu [bu.ketÌš bi.ntaÅ‹]; disebut dengan nama Bintang Walk atau Starhill, yang terakhir menjadi terjemahan dari nama Melayu) adalah nama dari distrik perbelanjaan dan hiburan di Kuala Lumpur, Malaysia. Daerah ini meliputi Jalan Bukit Bintang dan daerah disekitarnya. Daerah ini telah lama menjadi pusat ritel paling menonjol di Kuala Lumpur yang merupakan rumah bagi banyak pusat perbelanjaan terkenal, kafe al fresco, bar megah, pasar malam, serta jajanan-jenis restoran. Daerah ini populer di kalangan wisatawan dan penduduk lokal, terutama di kalangan pemuda. Sebuah bagian dari Bintang Walk identik disebut sebagai ""Arab Street"".",Cagar Alam,Bandung,25000,4.6,"{'lat': -6.8417795, 'lng': 107.6768585}",-684.178,1.076.769,"['bintang', 'lumpur', 'melayu']",bukit bintang melayu buket binta sebut nama bintang walk starhill akhir jadi terjemah nama melayu nama distrik belanja hibur kuala lumpur malaysia daerah liput jalan bukit bintang daerah daerah lama jadi pusat ritel paling tonjol kuala lumpur rupa rumah banyak pusat belanja kenal kafe al fresco bar megah pasar malam jajananjenis restoran daerah populer kalang wisatawan duduk lokal utama kalang pemuda buah bintang walk identik sebut bagai arab street
270,271,Taman Vanda,"Taman Vanda Bandung adalah taman yang terletak di Kota Bandung, Jawa Barat. Taman ini memiliki latar belakang pemandangan air mancur pada malam hari. Pada malam hari dipasang air mancur di 20 titik dengan sorot lampu warna-warni yang memesona.\nUntuk melengkapi masyarakat Bandung yang ingin bersantai, di Taman Vanda disediakan bangku-bangku taman. Pepohonan rimbun yang ditanam di sekitar taman membuatnya menjadi lebih segar dan asri. Bersantai di sini pada siang hari juga sangat asyik dengan angin semilir dan sinar matahari tertutupi rimbunnya pohon-pohon.",Taman Hiburan,Bandung,0,4.3,"{'lat': -6.9140478, 'lng': 107.6101684}",-691.405,1.076.102,"['taman', 'vanda', 'rimbun']",taman vanda bandung taman letak kota bandung jawa barat taman milik latar belakang pandang air mancur malam hari malam hari pasang air mancur 20 titik sorot lampu warnawarni memesonanuntuk lengkap masyarakat bandung santa taman vanda sedia bangkubangku taman pohon rimbun tanam taman buat jadi lebih segar asri santa sini siang hari sangat asyik angin milir sinar matahari tutup rimbun pohonpohon
271,272,Taman Budaya Jawa Barat,"Taman Budaya Jawa Barat (TBJB) didirikan pada tahun 1991 di Kawasan Dago Tea House. TBJB memiliki fasilitas gedung teater tertutup, teater terbuka, ruang pameran, sekertariat, sanggar olah seni, wisma seni, dan cafetaria. Semua fasilitas tersebut diperuntunkan untuk kelancaran beraktifitas dan berkarya para warga Bandung, khususnya para seniman. TBJB menghelat berbagai macam agenda yang menarik seperti pementasan karya seni, lomba seni, eksperimentasi karya seni, seminar, workshop, sarasehan seni dan budaya, penerbitan buku, dsb.",Budaya,Bandung,0,4.3,"{'lat': -6.870099, 'lng': 107.6164386}",-68.701,1.076.164,"['seni', 'tbjb', 'karya']",taman budaya jawa barat tbjb diri tahun 1991 kawasan dago tea house tbjb milik fasilitas gedung teater tutup teater buka ruang pamer sekertariat sanggar olah seni wisma seni cafetaria semua fasilitas sebut untun lancar beraktifitas karya warga bandung khusus seniman tbjb helat bagai macam agenda tarik mentas karya seni lomba seni eksperimentasi karya seni seminar workshop sarasehan seni budaya terbit buku
272,273,Curug Bugbrug,"Curug Bugbrug Sesuai dengan namanya kata Bugbrug dalam bahasa sunda adalah berarti bertumpuk atau tumpah tindih. Jadi apabila Anda ditanya kenapa air terjun di bandung ini dinamai Curug Bugbrug Maka jawabannya ialah karena air yang jatuh dari atas ke bawah itu seperti terlihat bertumpuk-tumpuk. Dan jatuhnya tersebut terdengar suara di dasar curug seperti â€ brugâ€¦brugâ€¦brug â€ begitu saking kerasnya. Curug yang berada di ketinggian 1.050 meter di atas permukaan air laut, memiliki ketinggian dari 50 meter tingginya dan lebar curug sekitar 2 meter. Tempat ini menjadi pusat buruan wisatawan yang berlibur ke bandung.",Cagar Alam,Bandung,7500,4.3,"{'lat': -6.790388999999999, 'lng': 107.5777632}",-679.039,1.075.778,"['curug', 'brug', 'bugbrug']",curug bugbrug sesuai nama kata bugbrug bahasa sunda arti tumpuk tumpah tindih jadi apabila tanya air terjun bandung nama curug bugbrug jawab ialah air jatuh atas bawah lihat bertumpuktumpuk jatuh sebut dengar suara dasar curug brug brug brug saking keras curug tinggi 1050 meter atas muka air laut milik tinggi 50 meter tinggi lebar curug 2 meter tempat jadi pusat buru wisatawan libur bandung
273,274,Babakan Siliwangi City Forest Path Bandung,Forest walk Babakan Siliwangi adalah fasilitas publik berupa hutan kota. Hutan ini merupakan hutan kota yang masih aktif di kota Bandung hingga kini. Letaknya strategis berada di kawasan taman sari dekat dengan kampus ITB dan kebun binatang. Kawasan ini bernuansa sejuk karena didominasi oleh pepohonan yang rindang. Jembatan kayu dan besi yang saling terhubung mengelilingi kawasan ini menjadi jalan untuk menyusuri hutan. Pengunjung bisa berjalan di atas jembatan kayu sambil menikmati segarnya udara di kawasan hutan kota ini.,Cagar Alam,Bandung,0,4.6,"{'lat': -6.8853746, 'lng': 107.6111899}",-688.537,1.076.112,"['hutan', 'kawasan', 'kayu']",forest walk babakan siliwangi fasilitas publik upa hutan kota hutan rupa hutan kota aktif kota bandung hingga kini letak strategis kawasan taman sari dekat kampus itb kebun binatang kawasan nuansa sejuk dominasi pohon rindang jembatan kayu besi saling hubung keliling kawasan jadi jalan susur hutan unjung jalan atas jembatan kayu nikmat segar udara kawasan hutan kota
274,275,Curug Cipanas,"Siapa bilang berendam air panas harus merogoh kocek dalam? Kabupaten Bandung Barat punya solusi bagi pelancong yang ingin merasakan manfaat air panas pegunungan asli tanpa harus membayar mahal. Adalah Curug Cipanas Nagrak, objek wisata alam yang menawarkan pemandian air panas alami. Pemandian air panas ini bahkan tidak hanya sekadar kolam, melainkan berupa air terjun alami di tengah kawasan perkebunan. Mata airnya mengalir deras menjadi sebuah air terjun kecil di tengah lahan perbukitan hijau. Pengunjung akan merasakan sensasi berendam di kolam air panas yang nyaman di tengah alam terbuka.",Cagar Alam,Bandung,20000,3.9,"{'lat': -6.7991958, 'lng': 107.5922088}",-67.992,1.075.922,"['panas', 'air', 'rendam']",siapa bilang rendam air panas rogoh kocek kabupaten bandung barat punya solusi lancong rasa manfaat air panas gunung asli bayar mahal curug cipanas nagrak objek wisata alam tawar mandi air panas alami mandi air panas bahkan sekadar kolam upa air terjun alami tengah kawasan kebun mata air alir deras jadi buah air terjun kecil tengah lahan bukit hijau unjung rasa sensasi rendam kolam air panas nyaman tengah alam buka
275,276,Taman Jomblo,"Taman Jomblo dapat mengacu kepada:\n\nTaman Pasupati, sebuah taman yang didirikan oleh Ridwan Kamil di Bandung\nPedestrian Jomblo, sebuah tempat rekreasi yang didirikan di Jambi\nTaman Jomblo (Mataram), sebuah taman yang didirikan di Mataram, Nusa Tenggara Barat",Taman Hiburan,Bandung,10000,4.1,"{'lat': -6.8980549, 'lng': 107.6094673}",-689.805,1.076.095,"['jomblo', 'mataram', 'diri']",taman jomblo acu kepadanntaman pasupati buah taman diri ridwan kamil bandungnpedestrian jomblo buah tempat rekreasi diri jambintaman jomblo mataram buah taman diri mataram nusa tenggara barat
276,277,Peta Park,"Bandung seperti tidak henti menawarkan tempat wisata menarik untuk dikunjungi. Terutama untuk para anak muda. Beberapa waktu lalu Peta Park Bandung dibuka. Tempat wisata yang menawarkan konsep taman-taman yang bersih dan indah. Sangat cocok sebagai tempat bersantai dan menghindari hiruk-pikuk kota. Taman rekreasi yang ada di pusat kota Bandung ini memiliki konsep taman piknik. Karena hal tersebut, saat berada di sini, pengunjung tidak hanya bisa berfoto. Akan tetapi juga bisa melakukan kegiatan yang lainnya misalnya berpiknik.",Taman Hiburan,Bandung,15000,4.3,"{'lat': -6.9317951, 'lng': 107.5883026}",-69.318,1.075.883,"['piknik', 'bandung', 'konsep']",bandung henti tawar tempat wisata tarik kunjung utama anak muda beberapa waktu lalu peta park bandung buka tempat wisata tawar konsep tamantaman bersih indah sangat cocok bagai tempat santa hindar hirukpikuk kota taman rekreasi pusat kota bandung milik konsep taman piknik sebut sini unjung foto laku giat misal piknik
277,278,Masjid Daarut Tauhiid Bandung,"pada bulan Juli 1993 berdirilah sebuah masjid berlantai tiga, tepatnya di Jalan Gegerkalong Girang nomor 38 Bandung. Masjid ini sering dijuluki sebagai masjid seribu tangan karena dibangun secara gotong royong oleh ribuan masyarakat dan jamaah Daarut Tauhid. Pada saat itu, di bagian bawah bangunan Masjid Daarut Tauhid dialokasikan sejumlah kamar tidur yang berfungsi sebagai asrama santri putri atau akhwat yang berkapasitas 70 orang. Adapun lantai dua dan tiga difungsikan untuk shalat sedangkan lantai satu dijadikan area untuk toko (minimarket), ruang khusus akhwat, ruang wudhu, dan kamar mandi. Pada tahun 2015 dilakukan pembangunan perluasan dan renovasi Masjid Daarut Tauhid Bandung secara besar-besaran. Peletakan batu pertama pembangunan masjid dilakukan pada Kamis, 29 Januari 2015. Dua tahun kemudian tepatnya tanggal 20 November 2017 Masjid Daarut Tauhiid rampung pembangunannya dan diresmikan oleh KH. Abdullah Gymnastiar selaku Pembina Pesantren Daarut Tauhiid. Masjid hasil renovasi terbaru dibangun 4 lantai plus basement satu lantai. Pintu masjid terpisah antara ikhwan dan akhwat. Front Office (FO) DKM juga ada pada masing-masing area. Tempat wudhu dan kamar mandi dekat dengan pintu masuk. Salah satu hal yang membedakan Masjid Daarut Tauhid dengan masih lain adalah sangat bersahabat dengan jamaah difabel, yaitu dengan memfasilitasi lift khusus untuk mereka agar memudahkan mereka menaiki ruangan masjid hingga ke lantai 4. Selain itu juga dilengkapi kamar mandi khusus difabel yang terpisah antara ikhwan dan akhwat.",Tempat Ibadah,Bandung,0,4.9,"{'lat': -6.863526999999999, 'lng': 107.5899194}",-686.353,1.075.899,"['masjid', 'daarut', 'lantai']",bulan juli 1993 diri buah masjid lantai tiga tepat jalan gegerkalong girang nomor 38 bandung masjid sering juluk bagai masjid ribu tangan bangun cara gotong royong ribu masyarakat jamaah daarut tauhid bawah bangun masjid daarut tauhid alokasi jumlah kamar tidur fungsi bagai asrama santri putri akhwat kapasitas 70 orang adapun lantai tiga fungsi shalat sedang lantai satu jadi area toko minimarket ruang khusus akhwat ruang wudhu kamar mandi tahun 2015 laku bangun luas renovasi masjid daarut tauhid bandung cara besarbesaran leta batu pertama bangun masjid laku kamis 29 januari 2015 tahun kemudian tepat tanggal 20 november 2017 masjid daarut tauhiid rampung bangun resmi kh abdullah gymnastiar selaku bina pesantren daarut tauhiid masjid hasil renovasi baru bangun 4 lantai plus basement satu lantai pintu masjid pisah ikhwan akhwat front office fo dkm masingmasing area tempat wudhu kamar mandi dekat pintu masuk salah satu beda masjid daarut tauhid sangat sahabat jamaah difabel fasilitas lift khusus mudah naik ruang masjid hingga lantai 4 lengkap kamar mandi khusus difabel pisah ikhwan akhwat
278,279,Masjid Agung Trans Studio Bandung,"Masjid Agung Trans Studio Bandung (TSB) berdiri megah. Rumah ibadah seluas 4.000 meter persegi bergaya Timur Tengah ini menjadi oase di tengah-tengah pusat perbelanjaan dan tempat rekreasi. konsep masjid modern yang mengadopsi ala Timur Tengah ini berdasarkan arahan Chairul Tanjung (CT), selaku pemiki CT Corp. Dia langsung menerawang guna mewujudkan desain Masjid Agung TSB yang kental dengan sentuhan Masjid Nabawi.",Tempat Ibadah,Bandung,0,4.8,"{'lat': -6.925963500000001, 'lng': 107.6354278}",-692.596,1.076.354,"['masjid', 'tsb', 'ct']",masjid agung trans studio bandung tsb diri megah rumah ibadah luas 4000 meter persegi gaya timur tengah jadi oase tengahtengah pusat belanja tempat rekreasi konsep masjid modern adopsi ala timur tengah dasar arah chairul tanjung ct selaku mik ct corp langsung terawang wujud desain masjid agung tsb kental sentuh masjid nabawi
279,280,Gereja Tiberias Indonesia Bandung,"Gereja Tiberias Indonesia (GTI), atau Tiberias Ministry adalah salah satu sinode gereja Kristen Protestan di Indonesia. Salah satu ciri khas dari pelayanan GTI adalah pelayanan Kesembuhan Ilahi melalui Perjamuan Kudus dan Minyak Urapan. Gereja Tiberias Indonesia merupakan gereja pewahyuan yang diperintahkan oleh Tuhan Yesus kepada Pdt. DR. Yesaya Pariadji. Tugas Gereja Tiberias adalah untuk membuktikan bahwa Yesus Kristus adalah Tuhan Allah yang Maha Kuasa dibuktikan melalui mujizat-mujizatNya; bahwa Firman Allah bukan terdiri atas kata-kata, tetapi kuasa; bahwa Firman Allah lebih dari seluruh ilmu pengetahuan manusia; bahwa manusia harus hidup dalam pertobatan, harus hidup dalam kekudusan agar layak berdiri di hadapanNya dan pesta di Kerajaan Sorga.",Tempat Ibadah,Bandung,0,4.9,"{'lat': -6.9347698, 'lng': 107.6253513}",-693.477,1.076.254,"['tiberias', 'gereja', 'allah']",gereja tiberias indonesia gti tiberias ministry salah satu sinode gereja kristen protestan indonesia salah satu ciri khas layan gti layan sembuh ilahi lalu jamu kudus minyak urap gereja tiberias indonesia rupa gereja wahyu perintah tuhan yesus pdt dr yesaya pariadji tugas gereja tiberias bukti yesus kristus tuhan allah maha kuasa bukti lalu mujizatmujizatnya firman allah bukan diri atas katakata kuasa firman allah lebih seluruh ilmu tahu manusia manusia hidup tobat hidup kudus layak diri hadap pesta raja sorga
280,281,Tektona Waterpark,"Tektona Waterpark sebuah wahana yang memberikan sensasi bermain air bersama keluarga dan sahabat anda, memberikan keceriaan bagi anak-anak maupun pengunjung dewasa dengan fasilitas modern diantaranya Kolam Ombak dan Kolam Arus, Kolam Anak dan Balita, Semi Olympic serta Mini Slider untuk anak-anak dan Mega Slider untuk dewasa dengan ketinggian hampir dari 30 meter, yang akan memicu adrenaline para pengunjung. Selain itu wahana Tektona Waterpark juga menyediakan pojok kuliner, gazebo serta jasa pompa dan foto aksi yang dapat diperoleh di sudut wahana Tektona Waterpark, dan juga selalu tersedia ruang ganti serta ruang bilas di dalam kawasan Tektona Waterpark.",Taman Hiburan,Bandung,60000,3.8,"{'lat': -7.009602199999999, 'lng': 107.6062161}",-70.096,1.076.062,"['tektona', 'waterpark', 'slider']",tektona waterpark buah wahana beri sensasi main air sama keluarga sahabat beri ceria anakanak maupun unjung dewasa fasilitas modern kolam ombak kolam arus kolam anak balita semi olympic mini slider anakanak mega slider dewasa tinggi hampir 30 meter picu adrenaline unjung wahana tektona waterpark sedia pojok kuliner gazebo jasa pompa foto aksi sudut wahana tektona waterpark selalu sedia ruang ganti ruang bilas kawasan tektona waterpark
281,282,Curug Cilengkrang,"Curug Cilengkrang bisa menjadi pilihan tujuan objek wisata alam di Bandung. Menawarkan area hutan sejuk serta area air terjun yang menyegarkan. Meski tidak besar, kawasan air terjun cukup bisa untuk menenangkan dan kembali menyegarkan wisatawan. Seolah bertolak belakang dari hingar bingar kota Bandung. Curug Cilengkrang menawarkan wisata alam yang tenang dan begitu hijau. Air terjun yang mempesona, serta hutan dengan pepohonan yang begitu asri. Dimana, tempat ini juga menjadi habitat hidup berbagai satwa liar yang masih terjaga.",Cagar Alam,Bandung,7500,4.0,"{'lat': -6.8908877, 'lng': 107.7307085}",-689.089,1.077.307,"['cilengkrang', 'terjun', 'tenang']",curug cilengkrang jadi pilih tuju objek wisata alam bandung tawar area hutan sejuk area air terjun segar meski besar kawasan air terjun cukup tenang segar wisatawan olah tolak belakang hingar bingar kota bandung curug cilengkrang tawar wisata alam tenang hijau air terjun pesona hutan pohon asri mana tempat jadi habitat hidup bagai satwa liar jaga
282,283,Jembatan Pasupati,"Jembatan Pasupati atau Jalan Layang Pasupati adalah sebuah jembatan yang menghubungkan bagian utara dan timur Kota Bandung melewati lembah Cikapundung. Panjangnya 2,8 km dan lebarnya 30-60 m. Sebagian jalan itu dibangun di atas Jalan Pasteur, adalah jalan lama dengan pohon palm raja disebelah kanan dan kirinya yang menjadi ciri kota Bandung. Jalan Layang Pasupati juga menjadi salah satu ikon Kota Bandung. Oleh karena itu, pada malam hari bagian tengah Jembatan Pasupati diterangi lampu sorot warna-warni. Jalan layang ini membuat arus lalu lintas dari wilayah sekitar Jabodetabek ke Bandung menjadi lebih mudah. Di bawah Jembatan Pasupati terdapat taman yang bernama Taman Pasupati.",Taman Hiburan,Bandung,0,4.6,"{'lat': -6.900098700000001, 'lng': 107.6046708}",-69.001,1.076.047,"['pasupati', 'layang', 'jembatan']",jembatan pasupati jalan layang pasupati buah jembatan hubung utara timur kota bandung lewat lembah cikapundung panjang 28 km lebar 3060 m jalan bangun atas jalan pasteur jalan lama pohon palm raja belah kanan kiri jadi ciri kota bandung jalan layang pasupati jadi salah satu ikon kota bandung malam hari tengah jembatan pasupati rang lampu sorot warnawarni jalan layang buat arus lalu lintas wilayah jabodetabek bandung jadi lebih mudah bawah jembatan pasupati taman nama taman pasupati
